2000,0.974359
1840,0.963158
1692.8,0.971751
1557.376,0.955056
1432.78592,0.932584
1318.163046,0.973404
1212.710003,0.983696
1115.693202,0.935484
1026.437746,0.944444
944.322727,0.901042
868.776908,0.923469
799.274756,0.917582
735.332775,0.959538
676.506153,0.933702
622.385661,0.895833
572.594808,0.896907
526.787223,0.85
484.644246,0.862434
445.872706,0.870466
410.202889,0.828431
377.386658,0.827027
347.195726,0.85446
319.420068,0.819095
293.866462,0.807512
270.357145,0.827586
248.728574,0.78392
228.830288,0.711712
210.523865,0.660633
193.681956,0.75
178.187399,0.719048
163.932407,0.623256
150.817815,0.719457
138.752389,0.668085
127.652198,0.671111
117.440022,0.53937
108.044821,0.64135
99.401235,0.549107
91.449136,0.651584
84.133205,0.538462
77.402549,0.5
71.210345,0.519481
65.513517,0.493827
60.272436,0.420455
55.450641,0.39749
51.01459,0.419355
46.933423,0.514286
43.178749,0.456432
39.724449,0.367041
36.546493,0.422481
33.622774,0.408397
30.932952,0.354962
28.458316,0.387681
26.18165,0.333333
24.087118,0.366412
22.160149,0.367647
20.387337,0.316151
18.75635,0.30033
17.255842,0.256667
15.875375,0.350554
14.605345,0.230263
13.436917,0.230032
12.361964,0.213115
11.373007,0.203175
10.463166,0.18038
9.626113,0.151125
8.856024,0.170659
8.147542,0.2
7.495739,0.139818
6.896079,0.109145
6.344393,0.13783
5.836842,0.112717
5.369894,0.11326
4.940303,0.072022
4.545079,0.072674
4.181472,0.091691
3.846954,0.038462
3.539198,0.034574
3.256062,0.02681
2.995577,0.036313
2.755931,0.033058
2.535457,0.056452
2.33262,0.056022
2.14601,0.027027
1.97433,0.012594
1.816383,0.039894
1.671073,0.029178
1.537387,0.00995
1.414396,0.017284
1.301244,0.009926
1.197145,0.009685
1.101373,0.012438
1.013263,0.010283
0.932202,0.005076
0.857626,0.007692
0.789016,0
0.725895,0.010076
0.667823,0.005063
0.614397,0
0.565245,0.005115
0.520026,0
0.478424,0
0.44015,0
0.404938,0
0.372543,0
0.342739,0
0.31532,0
0.290095,0
0.266887,0
0.245536,0
0.225893,0
0.207822,0
0.191196,0
0.1759,0
0.161828,0
0.148882,0
0.136971,0
0.126014,0
0.115933,0
0.106658,0
0.098125,0
0.090275,0.007282
0.083053,0.007059
0.076409,0.009877
0.070296,0.004902
0.064673,0.002421
0.059499,0.004662
0.054739,0.002415
0.05036,0.004706
0.046331,0.00232
0.042625,0
0.039215,0.002475
0.036077,0.002451
0.033191,0.004785
0.030536,0.004914
0.028093,0.004963
0.025846,0.004843
0.023778,0
0.021876,0
0.020126,0.002415
0.018516,0.004808
0.017034,0.006993
0.015672,0.007177
0.014418,0.007317
0.013264,0.002451
0.012203,0.004762
0.011227,0
0.010329,0
0.009503,
